Price,Location,Spare,Length,Width,Direction,Amenities
1.98 tỷ,"Xã Hòa Thắng, Huyện Bắc Bình, Bình Thuận","11,657 m²",--,--,Đông,1
380 triệu,"Phan Thúc Duyện, Phường Vĩnh Điện, Thị xã Điện Bàn, Quảng Nam",150 m²,5 m,30 m,--,1
1.34 tỷ,"Xã Hồng Liêm, Huyện Hàm Thuận Bắc, Bình Thuận","5,458 m²",--,--,Đông,1
670 triệu,"Hưng Long, Xã Quy Đức, Huyện Bình Chánh, TP. Hồ Chí Minh",95 m²,19 m,5 m,--,1
450 triệu,"Đường 362, Xã Tân Viên, Huyện An Lão, TP. Hải Phòng",64 m²,--,--,--,0
520 triệu,"Xã An Tịnh, Huyện Trảng Bàng, Tây Ninh",150 m²,--,--,--,1
500 triệu,"Đường 10, Thị trấn An Lão, Huyện An Lão, TP. Hải Phòng",70 m²,14 m,4.99 m,--,1
375 triệu,"Đường Quốc Lộ 13, Phường Minh Hưng, Thị xã Chơn Thành, Bình Phước",805 m²,15 m,53 m,--,1
850 triệu,"Đường 13, Phường Tân Định, Thị xã Bến Cát, Bình Dương",105 m²,21 m,5 m,--,0
1.89 tỷ,"Đường Thích Tịnh Khiết, Phường Thuỷ Xuân, TP. Huế, Thừa Thiên Huế",100 m²,--,--,--,0
1.1 tỷ,"Xã Trung Lập Hạ, Huyện Củ Chi, TP. Hồ Chí Minh",400 m²,--,--,--,0
1.65 tỷ,"Phường Ngọc Xuyên, Quận Đồ Sơn, TP. Hải Phòng",100 m²,--,--,--,0
524 triệu,"Huỳnh Tấn Phát, Xã Phước Kiển, Huyện Nhà Bè, TP. Hồ Chí Minh","3,000 m²",--,--,--,1
450 triệu,"Phường Hợp Đức, Quận Đồ Sơn, TP. Hải Phòng",47 m²,--,--,--,0
2.6 tỷ,"Thị trấn Nghèn, Huyện Can Lộc, Hà Tĩnh",120 m²,15 m,8 m,--,0
1.37 tỷ,"Xã Ninh An, Thị xã Ninh Hòa, Khánh Hòa",530 m²,42 m,12 m,--,0
1.2 tỷ,"Xã Ninh Quang, Thị xã Ninh Hòa, Khánh Hòa",199 m²,27.99 m,6.99 m,Tây,0
500 triệu,"Xã Tân Hương, Huyện Châu Thành, Tiền Giang",110 m²,22 m,4.99 m,--,1
7.5 tỷ,"Phường Phú Đô, Quận Nam Từ Liêm, TP. Hà Nội",38 m²,--,--,--,0
899 triệu,"Đường Hùng Vương, Xã Phú Lộc, Huyện Krong Năng, Đăk Lăk",132 m²,22 m,6 m,--,0
1.7 tỷ,"Thị trấn Lai Uyên, Huyện Bàu Bàng, Bình Dương",100 m²,20 m,5 m,T.Nam,1
2.8 tỷ,"Xã Long An, Huyện Cần Giuộc, Long An",330 m²,--,--,--,1
2.4 tỷ,"Đường Trần Văn Nghĩa, Xã Long An, Huyện Cần Giuộc, Long An",200 m²,38 m,5.6 m,--,1
500 triệu,"Đường 304, Xã Quang Hưng, Huyện An Lão, TP. Hải Phòng",70 m²,14 m,5 m,--,0
500 triệu,"Đường 10, Xã Quang Hưng, Huyện An Lão, TP. Hải Phòng",63 m²,--,--,--,0
1.5 tỷ,"Thị trấn Đông Phú, Huyện Quế Sơn, Quảng Nam",108 m²,18 m,6 m,Đ.Bắc,1
1.2 tỷ,"Xã Đức Hòa Đông, Huyện Đức Hòa, Long An",85 m²,17 m,5 m,--,1
3.62 tỷ,"Đường Nguyễn Hữu Thấu, Phường Tân Lợi, TP. Buôn Ma Thuột, Đắk Lắk",150 m²,25 m,5 m,Đ.Bắc,1
899 triệu,"Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk",132 m²,22 m,6 m,Đ.Nam,1
500 triệu,"Đường 10, Thị trấn An Lão, Huyện An Lão, TP. Hải Phòng",70 m²,14 m,5 m,--,1
370 triệu,"Đường 15B, Xã Trừ Văn Thố, Huyện Bàu Bàng, Bình Dương","1,200 m²",15 m,79.99 m,--,0
392 triệu,"Đường 788, Xã Phước Vinh, Huyện Châu Thành, Tây Ninh",150 m²,39 m,5 m,Bắc,1
460 triệu,"Xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh",68 m²,--,--,--,1
1.4 tỷ,"Đường Liên Xã, Xã Phước Thể, Huyện Tuy Phong, Bình Thuận",105 m²,19 m,5.5 m,Bắc,1
550 triệu,"Đường 304, Xã Quang Hưng, Huyện An Lão, TP. Hải Phòng",65 m²,13 m,5 m,Đ.Bắc,0
860 triệu,"Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",100 m²,--,--,--,0
1.2 tỷ,"Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương",120 m²,24 m,5 m,--,0
880 triệu,"Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",100 m²,20 m,5 m,--,0
860 triệu,"Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",100 m²,20 m,5 m,--,0
960 triệu,"Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",200 m²,--,--,--,0
2 tỷ,"Xã Phiêng Luông, Huyện Mộc Châu, Sơn La",700 m²,--,--,--,0
500 triệu,"Đường Đồng Văn Dẫn, Thị trấn Thạnh Phú, Huyện Thạnh Phú, Bến Tre",120 m²,24 m,4.99 m,--,1
435 triệu,"Phường Thuận Giao, TP. Thuận An, Bình Dương","1,300 m²",--,--,--,1
650 triệu,"Đường 746, Xã Hội Nghĩa, Thị xã Tân Uyên, Bình Dương",250 m²,47.5 m,5.99 m,--,0
1 tỷ,"QL1A, Thị trấn Hà Lam, Huyện Thăng Bình, Quảng Nam",100 m²,6 m,18 m,--,1
1 tỷ,"QL1A, Thị trấn Hà Lam, Huyện Thăng Bình, Quảng Nam",100 m²,6 m,18 m,--,1
250 triệu,"Xã Phú Trung, Huyện Phú Riềng, Bình Phước",270 m²,45 m,6 m,--,1
899 triệu,"Đường Quốc Lộ 29, Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk",132 m²,22 m,6 m,Bắc,1
480 triệu,"Xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh",50 m²,--,--,--,0
790 triệu,"Nguyễn Tất Thành, Thị Trấn Ái Nghĩa, Huyện Đại Lộc, Quảng Nam",200 m²,20 m,9.99 m,--,1
290 triệu,"Xã Thạnh Bình, Huyện Tân Biên, Tây Ninh","1,134.30 m²",--,--,--,1
391 triệu,"DT 788, Xã Phước Vinh, Huyện Châu Thành, Tây Ninh",150 m²,5 m,5 m,Nam,1
250 triệu,"Xã Phú Trung, Huyện Phú Riềng, Bình Phước",250 m²,50 m,5 m,--,0
375 triệu,"Tắc Xuất, Xã Thạnh An, Huyện Cần Giờ, TP. Hồ Chí Minh",756 m²,60 m,5 m,--,1
950 triệu,"Quốc lộ 1A, Xã Bình An, Huyện Thăng Bình, Quảng Nam",100 m²,18 m,6 m,Đ.Nam,1
480 triệu,"Xã Bến Củi, Huyện Dương Minh Châu, Tây Ninh",140 m²,28 m,5 m,--,0
389 triệu,"Đường Quốc lộ 22B, Xã Trà Vong, Huyện Tân Biên, Tây Ninh",275 m²,5 m,55 m,--,1
1.4 tỷ,"Phan Đình Phùng, Phường 2, Quận Phú Nhuận, TP. Hồ Chí Minh",200 m²,--,--,--,0
1.35 tỷ,"Xã Trường Đông, Huyện Hòa Thành, Tây Ninh",250 m²,25 m,10 m,--,0
4.6 tỷ,"Đường Tỉnh Lộ 10, Phường Phú Thượng, Huyện Phú Vang, Thừa Thiên Huế",73 m²,--,--,--,0
750 triệu,"Thị trấn Cần Thạnh, Huyện Cần Giờ, TP. Hồ Chí Minh","1,000 m²",40 m,25 m,--,1
580 triệu,"Xã Thạnh Đức, Huyện Gò Dầu, Tây Ninh",12 m²,25 m,5 m,--,0
350 triệu,"Ấp Long Bình, Xã Long Thành Nam, Huyện Hòa Thành, Tây Ninh",183 m²,30 m,6 m,--,1
1.39 tỷ,"Huỳnh Văn Nghệ, Phường 3, Quận Gò Vấp, TP. Hồ Chí Minh",90 m²,--,--,--,0
400 triệu,"Đường 10, Phường Xuân Khánh, Quận Ninh Kiều, TP. Cần Thơ",100 m²,--,--,--,0
450 triệu,"Xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh",50 m²,--,--,--,0
1.5 tỷ,"Đường Quốc lộ 1A, Phường 4, TP. Tân An, Long An",52 m²,12 m,4.3 m,--,1
7.9 tỷ,"Đường An Hạ 1, Xã An Thượng, Huyện Hoài Đức, TP. Hà Nội",107 m²,14.3 m,7.5 m,--,1
780 triệu,"Xã Phước Thạnh, Huyện Củ Chi, TP. Hồ Chí Minh",150 m²,--,--,--,1
1.35 tỷ,"Xã Phước Lợi, Huyện Bến Lức, Long An",85 m²,17 m,5 m,--,1
575 triệu,"Đường Quốc Lộ 50, Xã Bình Đông, Thị xã Gò Công, Tiền Giang",90 m²,20 m,4.5 m,--,0
1.8 tỷ,"Quốc Lộ 22, Xã Tân Phú Trung, Huyện Củ Chi, TP. Hồ Chí Minh",90 m²,18 m,5 m,--,1
300 triệu,"Xã Phan, Huyện Dương Minh Châu, Tây Ninh",200 m²,--,--,--,0
2.05 tỷ,"Xã Đại Áng, Huyện Thanh Trì, TP. Hà Nội",52 m²,--,--,--,0
750 triệu,"Đường 18, Phường Tân Định, Thị xã Bến Cát, Bình Dương","3,500 m²",43 m,25 m,--,1
689 triệu,"An Dương, Mỹ Đức, An Lão, TP. Hải Phòng",65 m²,11 m,6 m,Đ.Nam,1
560 triệu,"Xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh",60 m²,--,--,--,0
650 triệu,"Đường 1, Xã Diên Phước, Huyện Diên Khánh, Khánh Hòa",97 m²,20 m,4.99 m,T.Bắc,0
1.89 tỷ,"Tỉnh Lộ 7, Xã Trung Lập Hạ, Huyện Củ Chi, TP. Hồ Chí Minh","1,050 m²",50 m,21 m,Đ.Nam,1
1.6 tỷ,"Nguyễn Văn Khạ, Xã Tân An Hội, Huyện Củ Chi, TP. Hồ Chí Minh",100 m²,20 m,5 m,Đ.Nam,0
620 triệu,"Xã Gia Lộc, Huyện Trảng Bàng, Tây Ninh",310 m²,62 m,6 m,--,0
1.6 tỷ,"Phường Uyên Hưng, Thị xã Tân Uyên, Bình Dương",92 m²,--,--,--,1
3.05 tỷ,"Xã Ngọc Hồi, Huyện Thanh Trì, TP. Hà Nội",43 m²,--,4.6 m,--,0
1.1 tỷ,"Xã Trung Lập Hạ, Huyện Củ Chi, TP. Hồ Chí Minh",400 m²,--,--,--,0
1.2 tỷ,"Đường 1, Xã Vinh Thanh, Huyện Phú Vang, Thừa Thiên Huế",200 m²,--,--,--,0
300 triệu,"Đường Nguyễn Chí Thanh, Xã Phan, Huyện Dương Minh Châu, Tây Ninh",150 m²,--,--,--,0
500 triệu,"Xã La Ngà, Huyện Định Quán, Đồng Nai","2,028 m²",--,--,--,0
205 triệu,"Nguyễn Văn Bứa, Xã Xuân Thới Thượng, Huyện Hóc Môn, TP. Hồ Chí Minh",80 m²,16 m,5 m,--,1
899 triệu,"Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk",132 m²,22 m,6 m,--,0
739 triệu,"Xã Tân Phúc, Huyện Ân Thi, Hưng Yên",80 m²,16 m,5 m,--,0
1.5 tỷ,"Đường ĐT 725, Thị trấn Lộc Thắng, Huyện Bảo Lâm, Lâm Đồng",500 m²,10 m,50 m,--,1
739 triệu,"Xã Tân Phúc, Huyện Ân Thi, Hưng Yên",78 m²,15.6 m,5 m,Đ.Bắc,0
1.5 tỷ,"Giồng Cát, Xã Tân Phú Trung, Huyện Củ Chi, TP. Hồ Chí Minh",558 m²,37.2 m,15 m,--,1
739 triệu,"Xã Tân Phúc, Huyện Ân Thi, Hưng Yên",70 m²,14 m,5 m,Đông,0
860 triệu,"Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",100 m²,20 m,5 m,--,0
350 triệu,"Đường ql 14, Xã Nha Bích, Thị xã Chơn Thành, Bình Phước","1,190 m²",27 m,42.9 m,--,0
500 triệu,"PHAN THÚC DUYỆN , Phường Vĩnh Điện, Thị xã Điện Bàn, Quảng Nam",150 m²,30 m,4.99 m,--,1
780 triệu,"Quốc Lộ 50, Xã Phong Phú, Huyện Bình Chánh, TP. Hồ Chí Minh",103 m²,--,--,--,1
1.05 tỷ,"Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",100 m²,20 m,5 m,--,0
430 triệu,"Phường Chánh Nghĩa, TP. Thủ Dầu Một, Bình Dương","1,410 m²",--,--,--,1
800 triệu,"Thị trấn Nhà Bè, Huyện Nhà Bè, TP. Hồ Chí Minh","1,000 m²",40 m,25 m,--,1
1.8 tỷ,"Thị trấn Thạnh Phú, Huyện Thạnh Phú, Bến Tre",120 m²,24 m,4.97 m,--,0
4.5 tỷ,"Xã Lộc Tân, Huyện Bảo Lâm, Lâm Đồng",200 m²,--,--,--,0
1.44 tỷ,"Quốc Lộ 1A, Xã Phan Thanh, Huyện Bắc Bình, Bình Thuận","11,092 m²",--,--,--,0
1.98 tỷ,"DT716, Xã Hòa Thắng, Huyện Bắc Bình, Bình Thuận","11,656 m²",--,--,--,0
1.18 tỷ,"Xã Sông Lũy, Huyện Bắc Bình, Bình Thuận","8,459 m²",--,--,Đông,1
1.98 tỷ,"Xã Hòa Thắng, Huyện Bắc Bình, Bình Thuận","11,656 m²",--,--,Đông,1
190 triệu,"Xã Phú Trung, Huyện Phú Riềng, Bình Phước",250 m²,--,--,--,0
1.23 tỷ,"Xã Sông Lũy, Huyện Bắc Bình, Bình Thuận","8,459.30 m²",--,--,Đông,1
700 triệu,"Đường Đồng Văn Dẫn, Thị trấn Thạnh Phú, Huyện Thạnh Phú, Bến Tre",120 m²,24 m,5 m,--,1
1.34 tỷ,"Xã Hồng Liêm, Huyện Hàm Thuận Bắc, Bình Thuận","5,458 m²",--,--,Đông,1
682 triệu,"Xã Hồng Liêm, Huyện Hàm Thuận Bắc, Bình Thuận","3,000 m²",--,--,Đông,1
555 triệu,"Đường Mỹ Phước Tân Vạn, Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương",805 m²,53 m,15 m,Đ.Nam,1
580 triệu,"Dân Công Hỏa Tuyến, Xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh",90 m²,--,--,--,1
450 triệu,"Xã Trường Tây, Huyện Hòa Thành, Tây Ninh",168 m²,28 m,6 m,--,1
1.2 tỷ,"Đường 55, Xã Lộc Nam, Huyện Bảo Lâm, Lâm Đồng",120 m²,20 m,5.98 m,--,1
2.65 tỷ,"Đường Nguyễn Như Hạnh, Phường Hòa Minh, Quận Liên Chiểu, TP. Đà Nẵng",130 m²,27 m,5 m,--,0
539 triệu,"Đường 14, Phường Chánh Phú Hòa, Thị xã Bến Cát, Bình Dương",70 m²,14 m,5 m,--,1
389 triệu,"Đường Lê Duẩn, Xã Tân Hưng, Huyện Tân Châu, Tây Ninh",136 m²,8 m,16.99 m,Tây,1
820 triệu,"Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương",100 m²,20 m,5 m,--,0
850 triệu,"Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",100 m²,20 m,8 m,--,0
980 triệu,"Phường Tân Định, Thị xã Bến Cát, Bình Dương",100 m²,15 m,7 m,--,0
3.85 tỷ,"Nguyễn Văn Tăng, Phường Long Thạnh Mỹ, TP. Thủ Đức, TP. Hồ Chí Minh",90 m²,21 m,4.3 m,--,1
1.5 tỷ,"Phường Ninh Giang, Thị xã Ninh Hòa, Khánh Hòa",190 m²,19 m,10 m,Đông,0
998 triệu,"Xã Lộc Phú, Huyện Bảo Lâm, Lâm Đồng",134.60 m²,26.9 m,5 m,T.Nam,1
900 triệu,"Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk",132 m²,22 m,6 m,--,1
900 triệu,"Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk",138 m²,6 m,23 m,--,0
790 triệu,"Phường Hải Thành, Quận Dương Kinh, TP. Hải Phòng",40 m²,--,--,--,0
7.55 tỷ,"Đường Vĩnh Tuy, Phường Vĩnh Tuy, Quận Hai Bà Trưng, TP. Hà Nội",86 m²,12 m,6.4 m,--,1
880 triệu,"Xã Phước Đồng, TP. Nha Trang, Khánh Hòa",70 m²,12 m,5 m,Đ.Nam,1
550 triệu,"Quốc Lộ 50, Xã Quy Đức, Huyện Bình Chánh, TP. Hồ Chí Minh",100 m²,20 m,5 m,Đông,1
1.96 tỷ,"Trần Hưng Đạo, Phường Hoà Vinh, Huyện Đông Hòa, Phú Yên",140 m²,28 m,5 m,Đông,0
2.05 tỷ,"Trần Hưng Đạo, Phường Hoà Vinh, Huyện Đông Hòa, Phú Yên",140 m²,28 m,5 m,Đông,1
1.99 tỷ,"Trần Hưng Đạo, Phường Hoà Vinh, Huyện Đông Hòa, Phú Yên",140 m²,28 m,5 m,--,1
610 triệu,"Đường 826, Xã Tân Lân, Huyện Cần Đước, Long An",80 m²,20 m,4 m,--,1
600 triệu,"Xã Long Trạch, Huyện Cần Đước, Long An",100 m²,--,--,--,1
1.6 tỷ,"Thị trấn Thạnh Phú, Huyện Thạnh Phú, Bến Tre",120 m²,--,--,--,0
970 triệu,"Đường Hoàng Minh Thảo, Xã Phước Đồng, TP. Nha Trang, Khánh Hòa",62 m²,12 m,5 m,T.Bắc,1
495 triệu,"Phường Phú Hòa, TP. Thủ Dầu Một, Bình Dương","1,300 m²",--,--,--,1
3.8 tỷ,"Nơ Trang Long, Phường 13, Quận Bình Thạnh, TP. Hồ Chí Minh",120 m²,--,--,--,0
1.89 tỷ,"Đường DT6, Xã Ninh Thượng, Thị xã Ninh Hòa, Khánh Hòa","20,000 m²",--,--,--,0
2.1 tỷ,"Xã Lộc An, Huyện Long Thành, Đồng Nai",100 m²,--,--,--,0
2.1 tỷ,"Xã Lộc An, Huyện Long Thành, Đồng Nai",100 m²,--,--,--,0
2.1 tỷ,"Xã Lộc An, Huyện Long Thành, Đồng Nai",100 m²,--,--,--,0
620 triệu,"14D, Thị trấn Thạnh Mỹ, Huyện Nam Giang, Quảng Nam",120 m²,20 m,6 m,--,1
1.97 tỷ,"Thị trấn Quang Minh, Huyện Mê Linh, TP. Hà Nội",73 m²,--,--,--,0
480 triệu,"Xã Bến Củi, Huyện Dương Minh Châu, Tây Ninh",140 m²,28 m,5 m,--,0
451 triệu,"Xã Bom Bo, Huyện Bù Đăng, Bình Phước",100 m²,--,--,--,0
110 triệu,"Đường 10, Xã Quang Hưng, Huyện An Lão, TP. Hải Phòng",61 m²,15 m,5 m,--,1
1.6 tỷ,"Nguyễn Văn Khạ, Xã Tân An Hội, Huyện Củ Chi, TP. Hồ Chí Minh",120 m²,24 m,5 m,--,1
1.6 tỷ,"Xã Tân Phú Trung, Huyện Củ Chi, TP. Hồ Chí Minh",500 m²,--,--,--,1
500 triệu,"Đồng Văn Dẫn, Thị trấn Thạnh Phú, Huyện Thạnh Phú, Bến Tre",120 m²,24 m,5 m,--,1
959 triệu,"Đường Quốc Lộ 1A, Xã Bình An, Huyện Thăng Bình, Quảng Nam",108 m²,18 m,6 m,Đ.Nam,1
300 triệu,"Đường Nguyễn Chí Thanh, Xã Phan, Huyện Dương Minh Châu, Tây Ninh",125 m²,5 m,25 m,Tây,1
430 triệu,"Đường Quốc Lộ 22, Xã Tiên Thuận, Huyện Bến Cầu, Tây Ninh",150 m²,5 m,30 m,--,1
1.35 tỷ,"Phường Uyên Hưng, Thị xã Tân Uyên, Bình Dương",72 m²,--,--,--,1
600 triệu,"Đường Ngõ 46 Hoàng Liên, Xã Liên Mạc, Huyện Mê Linh, TP. Hà Nội","1,000 m²",40 m,25 m,--,1
580 triệu,"Xã Thạnh Đức, Huyện Gò Dầu, Tây Ninh",125 m²,25 m,5 m,--,0
375 triệu,"Xã Minh Đức, Huyện Hớn Quản, Bình Phước",825 m²,55 m,5 m,--,1
1.03 tỷ,"Quốc lộ 1A, Xã Bình An, Huyện Thăng Bình, Quảng Nam",108 m²,18 m,6 m,Đ.Nam,1
1.75 tỷ,"Tỉnh Lộ 7, Xã Trung Lập Hạ, Huyện Củ Chi, TP. Hồ Chí Minh","1,000 m²",50 m,19.99 m,Đ.Nam,1
4.5 tỷ,"Xã Lộc Tân, Huyện Bảo Lâm, Lâm Đồng",200 m²,--,--,--,0
389 triệu,"Đường Lê Duẩn, Xã Tân Hưng, Huyện Tân Châu, Tây Ninh",120 m²,8 m,17 m,--,1
260 triệu,"Thị trấn Tân Biên, Huyện Tân Biên, Tây Ninh","1,034.70 m²",49.27 m,21 m,--,1
610 triệu,"Xã Lộc Tân, Huyện Bảo Lâm, Lâm Đồng",200 m²,--,--,--,0
1.4 tỷ,"Phường 1, Quận Gò Vấp, TP. Hồ Chí Minh",105 m²,--,--,--,0
1.39 tỷ,"Phường 1, Quận Phú Nhuận, TP. Hồ Chí Minh",90 m²,--,--,--,0
1 tỷ,"Đường Lưu Văn Tế, Phường 4, TP. Tân An, Long An",164 m²,33 m,5 m,--,1
590 triệu,"Liên Ấp 2-3-4, Xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh",76 m²,--,--,--,1
600 triệu,"Xã Đạm Bri, TP. Bảo Lộc, Lâm Đồng","1,000 m²",--,--,--,0
5.6 tỷ,"Trương Văn Thành, Phường Hiệp Phú, TP. Thủ Đức, TP. Hồ Chí Minh",51.90 m²,--,--,--,1
899 triệu,"Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk",132 m²,--,--,--,0
1.4 tỷ,"Đường ĐT 725, Thị trấn Lộc Thắng, Huyện Bảo Lâm, Lâm Đồng",500 m²,--,--,--,1
5.46 tỷ,"Đường Quốc lộ 27, Xã Quảng Sơn, Huyện Ninh Sơn, Ninh Thuận","3,329 m²",42 m,78 m,--,0
5.29 tỷ,"An Phú Đông, Phường An Phú Đông, Quận 12, TP. Hồ Chí Minh",150 m²,30 m,5 m,Đông,1
669 triệu,"Thon Ky Lam Xã Điện Thọ, Thị xã Điện Bàn, Quảng Nam",149 m²,--,4.99 m,--,1
739 triệu,"Xã Tân Phúc, Huyện Ân Thi, Hưng Yên",81 m²,16.2 m,5 m,Đ.Nam,0
19.2 tỷ,"Đường 26b , Xã Ninh Thọ, Thị xã Ninh Hòa, Khánh Hòa","1,200 m²",--,--,--,0
739 triệu,"Xã Tân Phúc, Huyện Ân Thi, Hưng Yên",78 m²,15.6 m,5 m,Đ.Bắc,0
1.89 tỷ,"Xã Ninh Thượng, Thị xã Ninh Hòa, Khánh Hòa","19,000 m²",100 m,99.99 m,Bắc,0
1.65 tỷ,"Giáp Hải, Xã Trung Lập Hạ, Huyện Củ Chi, TP. Hồ Chí Minh",115 m²,23 m,5 m,Đ.Nam,1
2.55 tỷ,"Xã Vĩnh Quỳnh, Huyện Thanh Trì, TP. Hà Nội",50 m²,--,4.2 m,--,0
739 triệu,"Xã Tân Phúc, Huyện Ân Thi, Hưng Yên",80 m²,16 m,5 m,Nam,0
400 triệu,"Phường Ninh Sơn, TP. Tây Ninh, Tây Ninh",100 m²,20 m,5 m,Nam,1
739 triệu,"Xã Tân Phúc, Huyện Ân Thi, Hưng Yên",75 m²,15 m,5 m,Đông,0
800 triệu,"Thị trấn Định Quán, Huyện Định Quán, Đồng Nai","3,120 m²",50 m,63 m,Đ.Nam,0
1.5 tỷ,"Quốc Lộ 22, Xã Tân Phú Trung, Huyện Củ Chi, TP. Hồ Chí Minh",558 m²,37.2 m,15 m,--,1
1.8 tỷ,"Quốc lộ 1A, Xã Thanh Trạch, Huyện Bố Trạch, Quảng Bình",200 m²,20 m,11 m,T.Bắc,1
600 triệu,"Xã Tân Hiệp, Huyện Tân Châu, Tây Ninh","1,003.50 m²",66.59 m,15.07 m,--,1
500 triệu,"Đường Tỉnh lộ 781, Phường Ninh Sơn, TP. Tây Ninh, Tây Ninh",178.50 m²,29.85 m,6 m,Đông,1
1.85 tỷ,"Đường Hoài Thanh, Phường Thuỷ Xuân, TP. Huế, Thừa Thiên Huế",102 m²,--,--,--,0
960 triệu,"Phố Khúc Thừa Dụ, Đường Lạc Long Quân, Xã Lộc Quảng, Huyện Bảo Lâm, Lâm Đồng",150 m²,30 m,5 m,T.Bắc,1
550 triệu,"Phường Ninh Sơn, TP. Tây Ninh, Tây Ninh",178.50 m²,29.75 m,6 m,T.Nam,1
750 triệu,"Phan Thúc Duyện, Phường Vĩnh Điện, Thị xã Điện Bàn, Quảng Nam",150 m²,30 m,5 m,--,1
490 triệu,"Xã Phú Trung, Huyện Phú Riềng, Bình Phước",270 m²,45 m,6 m,--,1
850 triệu,"Thị trấn Đông Phú, Huyện Quế Sơn, Quảng Nam",120 m²,19.99 m,6 m,Đ.Bắc,1
1.65 tỷ,"Xã Phú Hòa Đông, Huyện Củ Chi, TP. Hồ Chí Minh",99 m²,--,--,--,1
250 triệu,"Long Bình, Xã Long Thành Nam, Huyện Hòa Thành, Tây Ninh",183 m²,30.5 m,6 m,Bắc,1
610 triệu,"Xã Lộc Tân, Huyện Bảo Lâm, Lâm Đồng",200 m²,--,--,--,0
470 triệu,"Phường Hợp Đức, Quận Đồ Sơn, TP. Hải Phòng",47 m²,--,--,--,0
450 triệu,"Hiệp trường, Xã Hiệp Tân, Huyện Hòa Thành, Tây Ninh",426.10 m²,36.3 m,15 m,Đ.Bắc,1
490 triệu,"Phố Lý Thường Kiệt, Phường 2, TP. Bảo Lộc, Lâm Đồng",100 m²,20 m,5 m,--,1
550 triệu,"Thị trấn Nhà Bè, Huyện Nhà Bè, TP. Hồ Chí Minh",105 m²,5 m,20 m,--,0
4 tỷ,"Phường Long Trường, TP. Thủ Đức, TP. Hồ Chí Minh",85 m²,--,--,--,0
200 triệu,"Xã Phú Riềng, Huyện Phú Riềng, Bình Phước",250 m²,50 m,5 m,--,0
595 triệu,"Ql50, Xã Quy Đức, Huyện Bình Chánh, TP. Hồ Chí Minh",100 m²,--,--,--,1
1.98 tỷ,"Xã Hòa Thắng, Huyện Bắc Bình, Bình Thuận","11,656.60 m²",--,--,Đông,1
1.6 tỷ,"xã Hòa Minh, Huyện Tuy Phong, Bình Thuận",116 m²,--,--,Đông,1
600 triệu,"Xã Đạm Bri, TP. Bảo Lộc, Lâm Đồng","1,000 m²",--,--,--,0
1.06 tỷ,"Xã Sông Lũy, Huyện Bắc Bình, Bình Thuận","8,459.30 m²",--,--,Đông,1
682 triệu,"Xã Hồng Liêm, Huyện Hàm Thuận Bắc, Bình Thuận","2,727 m²",--,--,Đông,1
1.19 tỷ,"Xã Sông Lũy, Huyện Bắc Bình, Bình Thuận","8,459 m²",--,--,Đông,1
550 triệu,"Đường 304, Xã Quang Hưng, Huyện An Lão, TP. Hải Phòng",80 m²,18 m,4 m,Đ.Bắc,1
1.1 tỷ,"Xã Đông Hà, Huyện Đức Linh, Bình Thuận",110 m²,--,--,--,0
1.1 tỷ,"Xã Đông Hà, Huyện Đức Linh, Bình Thuận",110 m²,--,--,--,0
800 triệu,"Phường Hiệp Thành, TP. Thủ Dầu Một, Bình Dương","1,000 m²",40 m,25 m,--,1
430 triệu,"Xã Vĩnh Lộc B, Huyện Bình Chánh, TP. Hồ Chí Minh",64 m²,--,--,--,1
1.31 tỷ,"Thị trấn Lương Sơn, Huyện Bắc Bình, Bình Thuận","8,725 m²",--,--,Bắc,0
811 triệu,"Xã Hồng Thái, Huyện Bắc Bình, Bình Thuận","5,238 m²",--,--,--,0
680 triệu,"Phường Tiến Thành, TP. Đồng Xoài, Bình Phước",150 m²,25 m,6 m,--,1
4.3 tỷ,"Tỉnh Lộ 7, Xã An Nhơn Tây, Huyện Củ Chi, TP. Hồ Chí Minh",330 m²,33 m,10 m,--,1
